trait,pass_group,filter_status,rank_in_block,gene_id,lead_SNP,class,dist_to_lead_bp,n_snps_window,best_MGmin,best_epsilon,best_n_groups,best_group_sizes,best_kw_p_raw,best_kw_p_holm_within_gene,trait_fdr_p,trait_bonferroni_p,significant_fdr,significant_bonferroni,annotation_status,annotation_source,needs_verification,annotation,combined_pdf_path,heatmap_dir
betaglucan,2_did_not_pass,not_significant,2,HORVU.MOREX.r3.7HG0675560,7H:144534576,marginal,29621,38,2,0.8,4,13|14|14|17,0.00499017228768968,0.0349312060138277,0.0567632097724701,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.7HG0675560/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0675560__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.7HG0675560
betaglucan,2_did_not_pass,not_significant,3,HORVU.MOREX.r3.1HG0077770,1H:479493867,significant,-622,26,2,0.2,2,57|136,0.00468989919515246,0.0375191935612197,0.0591211534904068,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077770/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077770__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077770
betaglucan,2_did_not_pass,not_significant,4,HORVU.MOREX.r3.4HG0341560,4H:34858354,significant,116606,13,2,0.8,3,12|37|133,0.0113353872630395,0.0453415490521578,0.069345898550359,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.4HG0341560/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0341560__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341560
betaglucan,2_did_not_pass,not_significant,5,HORVU.MOREX.r3.1HG0079180,1H:483379118,significant,-168527,61,3,0.85,4,11|16|25|117,0.0104285827300691,0.0625714963804144,0.0929633660509014,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0079180/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0079180__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079180
betaglucan,2_did_not_pass,not_significant,6,HORVU.MOREX.r3.2HG0191480,2H:602246902,significant,-128658,14,2,0.8,2,41|209,0.0766679309247034,0.0766679309247034,0.110742566891238,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0191480/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0191480__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191480
betaglucan,2_did_not_pass,not_significant,7,HORVU.MOREX.r3.1HG0077790,1H:479493867,significant,8051,32,2,0.6,5,14|16|37|40|40,0.0118352793798708,0.0828469556590953,0.116433559304674,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077790/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077790__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077790
betaglucan,2_did_not_pass,not_significant,8,HORVU.MOREX.r3.6HG0627040,6H:545947347,marginal,-68939,30,2,0.85,4,11|11|49|51,0.0173534765220892,0.156181288698803,0.213721763482572,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627040/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627040__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627040
betaglucan,2_did_not_pass,not_significant,9,HORVU.MOREX.r3.6HG0627080,6H:545947347,marginal,-55958,26,2,0.85,4,27|35|40|64,0.0186320259753422,0.186320259753422,0.248427013004562,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627080/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627080__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627080
betaglucan,2_did_not_pass,not_significant,10,HORVU.MOREX.r3.6HG0627020,6H:545947347,marginal,-74533,20,2,0.8,7,10|10|10|14|20|30|35,0.0503151459244407,0.301890875546644,0.392458138210637,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627020/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627020__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627020
betaglucan,2_did_not_pass,not_significant,11,HORVU.MOREX.r3.1HG0079210,1H:483379118,significant,-9274,11,2,0.8,4,19|19|19|163,0.154764065875979,0.309528131751959,0.392572264661021,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0079210/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0079210__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079210
betaglucan,2_did_not_pass,not_significant,12,HORVU.MOREX.r3.1HG0077710,1H:479493867,significant,-76756,30,3,0.6,4,12|31|75|104,0.0423698669788462,0.338958935830769,0.419663444361905,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077710/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077710__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077710
betaglucan,2_did_not_pass,not_significant,13,HORVU.MOREX.r3.1HG0077680,1H:479493867,significant,-156934,5,2,0.4,2,70|162,0.396929823863477,0.396929823863477,0.480008159090716,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077680/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077680__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077680
betaglucan,2_did_not_pass,not_significant,14,HORVU.MOREX.r3.4HG0341630,4H:34858354,significant,223623,199,3,0.6,2,12|13,0.0644063960374258,0.450844772261981,0.532816549036886,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.4HG0341630/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0341630__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341630
betaglucan,2_did_not_pass,not_significant,15,HORVU.MOREX.r3.1HG0077830,1H:479493867,significant,83088,10,2,0.8,3,18|75|102,0.316818768490823,0.633637536981647,0.73220337606768,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.1HG0077830/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.1HG0077830__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077830
betaglucan,2_did_not_pass,not_significant,16,HORVU.MOREX.r3.2HG0191450,2H:602246902,significant,-176619,6,2,0.4,2,18|219,0.699311992188659,0.699311992188659,0.790526599865441,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0191450/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0191450__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191450
betaglucan,2_did_not_pass,not_significant,17,HORVU.MOREX.r3.2HG0191490,2H:602246902,significant,-121189,18,2,0.2,4,13|16|56|104,0.239761250074875,0.719283750224624,0.795803298120861,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0191490/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0191490__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191490
betaglucan,2_did_not_pass,not_significant,18,HORVU.MOREX.r3.2HG0112830,2H:41996626,significant,37976,19,3,0.2,2,15|217,0.875149420288746,1,1,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.2HG0112830/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.2HG0112830__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112830
betaglucan,2_did_not_pass,not_significant,19,HORVU.MOREX.r3.4HG0341640,4H:34858354,significant,233463,41,3,0.05,2,98|136,0.139194387315244,1,1,1,FALSE,FALSE,HAVE,gff,FALSE,HINT3 [Source:Projected from Arabidopsis thaliana (AT5G48545) UniProtKB/TrEMBL;Acc:A0A178UAY8],/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.4HG0341640/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.4HG0341640__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341640
betaglucan,2_did_not_pass,not_significant,20,HORVU.MOREX.r3.6HG0609520,6H:475144663,significant,137905,23,3,0.5,3,21|27|200,0.219688646600807,1,1,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0609520/MGmin_3/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0609520__MGmin3__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0609520
betaglucan,2_did_not_pass,not_significant,21,HORVU.MOREX.r3.7HG0675570,7H:144534576,marginal,168134,10,2,0.4,3,38|46|111,0.639209710559657,1,1,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.7HG0675570/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0675570__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.7HG0675570
betaglucan,2_did_not_pass,not_significant,22,HORVU.MOREX.r3.6HG0627110,6H:545947347,marginal,-45316,15,2,0.85,4,12|19|51|71,0.538680138172169,1,1,1,FALSE,FALSE,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/betaglucan/HORVU.MOREX.r3.6HG0627110/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.6HG0627110__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627110
betaglucan,3_no_valid_test,no_valid_test,1,HORVU.MOREX.r3.2HG0112870,2H:41996626,significant,86488,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112870
betaglucan,3_no_valid_test,no_valid_test,2,HORVU.MOREX.r3.2HG0112880,2H:41996626,significant,92350,3,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0112880
betaglucan,3_no_valid_test,no_valid_test,3,HORVU.MOREX.r3.4HG0341530,4H:34858354,significant,-102309,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341530
betaglucan,3_no_valid_test,no_valid_test,4,HORVU.MOREX.r3.4HG0341540,4H:34858354,significant,-96440,6,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341540
betaglucan,3_no_valid_test,no_valid_test,5,HORVU.MOREX.r3.4HG0341660,4H:34858354,significant,294520,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0341660
betaglucan,3_no_valid_test,no_valid_test,6,HORVU.MOREX.r3.2HG0191440,2H:602246902,significant,-181668,4,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191440
betaglucan,3_no_valid_test,no_valid_test,7,HORVU.MOREX.r3.2HG0191460,2H:602246902,significant,-171620,8,,,,"",,,,,,,HAVE,gff,FALSE,"Cationic amino acid transporter 8, vacuolar [Source:Projected from Arabidopsis thaliana (AT1G17120) UniProtKB/Swiss-Prot;Acc:Q9SHH0]","",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191460
betaglucan,3_no_valid_test,no_valid_test,8,HORVU.MOREX.r3.2HG0191550,2H:602246902,significant,116590,1,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191550
betaglucan,3_no_valid_test,no_valid_test,9,HORVU.MOREX.r3.2HG0191560,2H:602246902,significant,179306,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191560
betaglucan,3_no_valid_test,no_valid_test,10,HORVU.MOREX.r3.2HG0191570,2H:602246902,significant,199183,1,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.2HG0191570
betaglucan,3_no_valid_test,no_valid_test,11,HORVU.MOREX.r3.1HG0077730,1H:479493867,significant,-28104,2,,,,"",,,,,,,HAVE,gff,FALSE,Hydroxyproline-rich glycoprotein family protein [Source:Projected from Arabidopsis thaliana (AT1G73840) UniProtKB/TrEMBL;Acc:Q8VYM7],"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077730
betaglucan,3_no_valid_test,no_valid_test,12,HORVU.MOREX.r3.1HG0077840,1H:479493867,significant,122209,15,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0077840
betaglucan,3_no_valid_test,no_valid_test,13,HORVU.MOREX.r3.4HG0395760,4H:528254769,significant,11613,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.4HG0395760
betaglucan,3_no_valid_test,no_valid_test,14,HORVU.MOREX.r3.1HG0079200,1H:483379118,significant,-96985,3,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079200
betaglucan,3_no_valid_test,no_valid_test,15,HORVU.MOREX.r3.1HG0079320,1H:483379118,significant,153431,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079320
betaglucan,3_no_valid_test,no_valid_test,16,HORVU.MOREX.r3.1HG0079340,1H:483379118,significant,188109,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.1HG0079340
betaglucan,3_no_valid_test,no_valid_test,17,HORVU.MOREX.r3.6HG0627000,6H:545947347,marginal,-91354,3,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627000
betaglucan,3_no_valid_test,no_valid_test,18,HORVU.MOREX.r3.6HG0627070,6H:545947347,marginal,-60602,7,,,,"",,,,,,,HAVE,gff,FALSE,PAP-specific phosphatase HAL2-like [Source:Projected from Arabidopsis thaliana (AT5G54390) UniProtKB/Swiss-Prot;Acc:Q38945],"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627070
betaglucan,3_no_valid_test,no_valid_test,19,HORVU.MOREX.r3.6HG0627100,6H:545947347,marginal,-49755,4,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627100
betaglucan,3_no_valid_test,no_valid_test,20,HORVU.MOREX.r3.6HG0627150,6H:545947347,marginal,169073,0,,,,"",,,,,,,NEED_ANNOTATION,none,FALSE,NEED TO ADD ANNOTATION,"",/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/betaglucan/HORVU.MOREX.r3.6HG0627150
fiber,1_PASSED_FDR,PASS_FDR_and_BONF,1,HORVU.MOREX.r3.7HG0729020,7H:573606306,significant,-156430,27,2,0.8,4,17|42|49|111,1.00042912972895e-09,7.00300390810268e-09,9.10390508053348e-08,9.10390508053348e-08,TRUE,TRUE,HAVE,curated,FALSE,probable high-affinity nitrate transporter 2.4 | Gene role: High-affinity nitrate transporter involved in nitrate uptake and nitrogen nutrition.,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0729020/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0729020__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0729020
fiber,1_PASSED_FDR,PASS_FDR_and_BONF,2,HORVU.MOREX.r3.7HG0642460,7H:14817657,marginal,105187,6,2,0.8,3,16|53|125,2.15106450803342e-08,4.30212901606684e-08,2.79638386044345e-07,5.5927677208869e-07,TRUE,TRUE,HAVE,curated,FALSE,codeine O-demethylase-like | Gene role: Putative O-demethylase-like enzyme likely involved in secondary metabolite modification rather than core structural carbohydrate synthesis.,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/CombinedPDF/fiber/HORVU.MOREX.r3.7HG0642460/MGmin_2/CrosshapTree+Violin__HORVU.MOREX.r3.7HG0642460__MGmin2__EpsVec7.pdf,/mnt/data/shahar/gwas_barley/morexV3_analysis/04_USED_haplotype_analysis_crosshap/04_runs/candidate_genes_1000bp_V1/Heatmaps/fiber/HORVU.MOREX.r3.7HG0642460
